features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55021', 'TI55023')",2.281067933,1.167027854,0.211155414,0.210673714,1.510320474,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.281071972,1.170112481,0.211154017,0.210672316,1.510321811,,,,,,,
"('FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55021')",2.281074679,1.162257154,0.211153081,0.21079186,1.510322707,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FFC55555', 'TC55552', 'TI55021')",2.281083677,1.164957324,0.211149969,0.210788747,1.510325686,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.281125494,1.172009939,0.211135508,0.210714042,1.510339529,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553')",2.28112671,1.17098512,0.211135087,0.210653375,1.510339932,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555')",2.281136777,1.170767707,0.211131606,0.210649891,1.510343265,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.281144954,1.171266588,0.211128778,0.210586806,1.510345972,,,,,,,
"('425 %Al', 'DI55152', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.28114771,1.173462778,0.211127825,0.210706355,1.510346884,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.281153072,1.172121201,0.211125971,0.210644253,1.510348659,,,,,,,
"('FC55009', 'FC55569', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.281163693,1.157380365,0.211122298,0.210761063,1.510352175,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55555')",2.281170645,1.169619578,0.211119894,0.210698419,1.510354477,,,,,,,
"('FC55009', 'FC55576', 'FFC55553', 'TI55017', 'TI55021')",2.28118026,1.16224863,0.211116569,0.21081556,1.510357659,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.281191357,1.171991254,0.211112731,0.210570748,1.510361333,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553')",2.281198381,1.170302837,0.211110302,0.210628574,1.510363659,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55555', 'TI55023')",2.281205584,1.171569744,0.211107811,0.21068633,1.510366043,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55023')",2.281206382,1.171584278,0.211107535,0.210625805,1.510366307,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.281215392,1.171191614,0.211104419,0.21056243,1.51036929,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576')",2.281217391,1.172218164,0.211103728,0.210802714,1.510369952,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.281235339,1.17203525,0.211097521,0.210615785,1.510375893,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.281250239,1.171806189,0.211092368,0.210670879,1.510380826,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021')",2.281253627,1.171829653,0.211091197,0.210549198,1.510381947,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'TI55021')",2.281254493,1.170958403,0.211090897,0.210789879,1.510382234,,,,,,,
"('425 %Al', 'DI55152', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.28126131,1.173445926,0.21108854,0.210606798,1.510384491,,,,,,,
"('FC55009', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",2.281263294,1.162626597,0.211087854,0.210786834,1.510385148,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55021')",2.281263802,1.171880443,0.211087678,0.210605936,1.510385316,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.281265002,1.172785592,0.211087263,0.210545262,1.510385713,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.281282274,1.172836469,0.21108129,0.210599544,1.510391431,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55021', 'TI55023')",2.281284204,1.17184386,0.211080623,0.210719368,1.510392069,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'TI55023')",2.281292345,1.171545156,0.211077807,0.210535799,1.510394765,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55021', 'TI55023')",2.281325736,1.167180116,0.21106626,0.210644756,1.510405818,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553')",2.281349423,1.172069889,0.211058068,0.210696803,1.51041366,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.281353439,1.172097359,0.211056679,0.210635171,1.510414989,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021')",2.281357761,1.171627845,0.211055185,0.210633675,1.51041642,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.281382203,1.172696803,0.211046732,0.210685462,1.510424511,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021', 'TI55023')",2.281410381,1.171813223,0.211036988,0.210555215,1.510433839,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.281448616,1.170079302,0.211023765,0.21048172,1.510446496,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553')",2.281485854,1.170831089,0.211010887,0.210589354,1.510458822,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55555')",2.281489627,1.170711377,0.211009582,0.210648296,1.510460071,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55555')",2.281494988,1.170639174,0.211007728,0.210586194,1.510461846,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576')",2.281498494,1.172220322,0.211006516,0.210645228,1.510463006,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55023')",2.281498995,1.171694917,0.211006343,0.210524551,1.510463172,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55555', 'TI55021', 'TI55023')",2.281514926,1.171921293,0.211000834,0.210579295,1.510468446,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FC55576', 'TC55552', 'TI55023')",2.281533621,1.166448207,0.210994369,0.210572827,1.510474634,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TI55023')",2.281540446,1.171335202,0.210992008,0.210630713,1.510476893,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'TI55021')",2.281541094,1.170960861,0.210991784,0.210630489,1.510477108,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.281543799,1.1724398,0.210990849,0.210629553,1.510478004,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.28154499,1.171891852,0.210990437,0.210388094,1.510478398,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.281556773,1.172477314,0.210986362,0.210564816,1.510482298,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555', 'TI55021')",2.281574603,1.171819932,0.210980196,0.210618896,1.5104882,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555')",2.281578192,1.169327453,0.210978955,0.210557405,1.510489388,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55021')",2.281581244,1.171551838,0.210977899,0.210496091,1.510490399,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FFC55553', 'TC55552')",2.281584277,1.16665626,0.210976851,0.210615549,1.510491402,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.281589598,1.172258315,0.21097501,0.2104932,1.510493164,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'TI55021')",2.281626921,1.172376047,0.210962103,0.210540544,1.510505518,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.281647909,1.172491552,0.210954845,0.210533282,1.510512466,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.281660667,1.172913737,0.210950433,0.210528868,1.510516689,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.281666693,1.172006987,0.210948349,0.210406253,1.510518683,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.281675344,1.172585243,0.210945357,0.210463529,1.510521547,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.281685333,1.172721857,0.210941903,0.210520333,1.510524854,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.281695219,1.172948504,0.210938484,0.210577165,1.510528126,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'TI55023')",2.28171473,1.171678158,0.210931737,0.210510162,1.510534584,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569')",2.281810699,1.172516204,0.210898549,0.210537211,1.51056635,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.281819495,1.171742515,0.210895507,0.210413648,1.510569262,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009')",2.281823278,1.172564448,0.210894198,0.210593105,1.510570514,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.281833648,1.171758635,0.210890612,0.210469015,1.510573947,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55555', 'TI55023')",2.281845145,1.1713894,0.210886637,0.210465037,1.510577752,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.281849325,1.172226556,0.210885191,0.210403326,1.510579136,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.281856477,1.172272627,0.210882717,0.210340576,1.510581503,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FFC55553', 'TC55552', 'TI55023')",2.281856884,1.167152338,0.210882577,0.21040071,1.510581638,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.281863063,1.166065115,0.21088044,0.210458837,1.510583683,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555', 'TI55021')",2.281870309,1.171792803,0.210877934,0.21045633,1.510586081,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.281891991,1.172937118,0.210870436,0.210388562,1.510593258,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.281899236,1.17402692,0.21086793,0.210446321,1.510595656,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55576', 'TC55552', 'TI55021', 'TI55023')",2.281903501,1.165936809,0.210866456,0.210384579,1.510597068,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55021')",2.281905721,1.170729012,0.210865688,0.210504335,1.510597802,,,,,,,
"('DI55152', 'FC55009', 'TC55552', 'TI55017')",2.281907208,1.168651238,0.210865174,0.210624309,1.510598295,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FFC55553', 'TC55552', 'TI55023')",2.281920156,1.167408792,0.210860696,0.210439083,1.510602581,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576')",2.281920831,1.170834537,0.210860463,0.210499107,1.510602804,,,,,,,
"('DI55152', 'FC55009', 'TI55017')",2.281924013,1.168636841,0.210859362,0.210678726,1.510603857,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555')",2.281971866,1.169236558,0.210842813,0.210360922,1.510619696,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.281988573,1.173032246,0.210837036,0.21041541,1.510625226,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FC55576', 'TC55552', 'TI55023')",2.281994967,1.166285793,0.210834825,0.210352928,1.510627342,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55576', 'TC55552', 'TI55021')",2.282008443,1.166045051,0.210830164,0.210408535,1.510631802,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55576', 'TC55552', 'TI55021')",2.282022486,1.166221989,0.210825308,0.210463936,1.510636451,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553')",2.282028493,1.172010811,0.210823231,0.210461858,1.510638439,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.282031691,1.171525038,0.210822125,0.210340221,1.510639497,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FFC55553', 'TC55552')",2.2820346,1.166299054,0.210821119,0.210399484,1.51064046,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FC55576', 'FFC55553', 'TC55552')",2.282055595,1.168412306,0.210813858,0.21039222,1.510647409,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FFC55553', 'FFC55555', 'TC55552')",2.282063822,1.165046135,0.210811013,0.210389373,1.510650132,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55023')",2.282081589,1.172481498,0.210804869,0.210383226,1.510656013,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553')",2.282091296,1.172192895,0.210801512,0.210379867,1.510659226,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553')",2.282091652,1.172177739,0.210801389,0.210319472,1.510659344,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.282094154,1.172253765,0.210800524,0.210439141,1.510660172,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FC55576', 'FFC55553', 'TC55552')",2.28209452,1.168103263,0.210800397,0.21031848,1.510660293,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55021')",2.282095635,1.171266034,0.210800011,0.210438628,1.510660662,,,,,,,
"('425 %Al', 'DI55102', 'DI55152', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",2.282097051,1.174020564,0.210799522,0.210317604,1.51066113,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021')",2.282102463,1.171287865,0.21079765,0.210376003,1.510662922,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'TI55023')",2.282114612,1.173035994,0.210793449,0.210432063,1.510666943,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55023')",2.282125414,1.173062007,0.210789713,0.210368062,1.510670518,,,,,,,
"('425 %Al', 'DI55152', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.282131134,1.173846821,0.210787735,0.210426347,1.510672411,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.282134054,1.171706443,0.210786725,0.210244518,1.510673378,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.282157783,1.17116047,0.210778519,0.210356862,1.510681231,,,,,,,
"('DI55102', 'DI55152', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.282170444,1.173385617,0.210774141,0.210352481,1.510685422,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55555')",2.282186321,1.17056396,0.21076865,0.210467509,1.510690677,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55569', 'TC55552', 'TI55023')",2.282194364,1.166773337,0.210765869,0.21040447,1.510693339,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FFC55555', 'TC55552', 'TI55023')",2.282201556,1.165488748,0.210763382,0.210341716,1.510695719,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.282219676,1.172628366,0.210757115,0.210275172,1.510701716,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.282221125,1.172814476,0.210756614,0.21027467,1.510702196,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021', 'TI55023')",2.282224379,1.171794688,0.210755489,0.210273544,1.510703273,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.282226498,1.172655033,0.210754756,0.210333086,1.510703974,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021')",2.282226707,1.171710879,0.210754684,0.210333014,1.510704043,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.282234724,1.172827956,0.210751911,0.21033024,1.510706697,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'TI55023')",2.282259415,1.171828077,0.210743373,0.210261421,1.510714869,,,,,,,
"('DI55102', 'DI55152', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.28226946,1.173375105,0.210739899,0.210257945,1.510718193,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555')",2.282283368,1.171915365,0.210735089,0.210373676,1.510722797,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.282298638,1.172487826,0.210729808,0.210368393,1.51072785,,,,,,,
"('425 %Al', 'DI55152', 'FC55576', 'FFC55553', 'TI55017', 'TI55021', 'TI55023')",2.282331323,1.173833854,0.210718505,0.210296816,1.510738668,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55021')",2.282338618,1.170712394,0.210715983,0.210294292,1.510741082,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576')",2.282348679,1.171411658,0.210712503,0.21041134,1.510744412,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FFC55553', 'TI55023')",2.282424488,1.172679336,0.210686287,0.2102043,1.510769502,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'FFC55555', 'TI55021')",2.282428186,1.17138572,0.210685008,0.21014273,1.510770726,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55023')",2.282431512,1.172722038,0.210683858,0.210141579,1.510771827,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55023')",2.282432142,1.167741106,0.21068364,0.210261932,1.510772035,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55569', 'FC55576')",2.282433082,1.170933308,0.210683315,0.210261607,1.510772346,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555')",2.282445944,1.172073793,0.210678867,0.210377691,1.510776603,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553')",2.282458884,1.17197479,0.210674392,0.210252679,1.510780886,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55023')",2.282462116,1.172512489,0.210673274,0.210251561,1.510781955,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'TI55021')",2.282478197,1.172644812,0.210667713,0.210366533,1.510787277,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'TI55023')",2.282483579,1.171824548,0.210665852,0.210304407,1.510789058,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009', 'FC55569')",2.282484092,1.172602204,0.210665674,0.210243957,1.510789228,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'TC55552', 'TI55023')",2.282488826,1.167854176,0.210664037,0.210302592,1.510790795,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55555')",2.282488928,1.170572078,0.210664002,0.210302557,1.510790829,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55009')",2.282489613,1.172688551,0.210663765,0.21030232,1.510791055,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55555', 'TI55023')",2.282515781,1.172569624,0.210654715,0.210293266,1.510799716,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'TI55023')",2.282520931,1.172457565,0.210652934,0.210170927,1.51080142,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'TI55021', 'TI55023')",2.282522491,1.172693844,0.210652395,0.210351209,1.510801936,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FFC55555', 'TC55552', 'TI55023')",2.282523184,1.165660344,0.210652155,0.210290705,1.510802166,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FC55569', 'FC55576', 'TC55552')",2.282524493,1.167097146,0.210651703,0.210290252,1.510802599,,,,,,,
"('AYC55580', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.28252567,1.172697084,0.210651296,0.210289845,1.510802989,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.282549128,1.162190114,0.210643183,0.210221454,1.510810752,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'TI55021')",2.28255554,1.17247181,0.210640966,0.210219236,1.510812874,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555')",2.282558442,1.171828981,0.210639962,0.210218231,1.510813834,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55576', 'FFC55553', 'FFC55555', 'TI55023')",2.282588523,1.171147053,0.21062956,0.210147538,1.51082379,,,,,,,
"('425 %Al', 'DI55102', 'FC55009', 'FFC55555', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.282609115,1.162159507,0.210622438,0.210140413,1.510830604,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55009', 'FC55576', 'TI55023')",2.282612682,1.17240542,0.210621205,0.210199464,1.510831785,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55553', 'TI55021', 'TI55023')",2.282615501,1.172827877,0.21062023,0.210077908,1.510832718,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'TI55021', 'TI55023')",2.282696457,1.172907554,0.210592234,0.210110189,1.510859509,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC55009', 'FC55569', 'TC55552', 'TI55023')",2.282696894,1.166622774,0.210592083,0.210170326,1.510859654,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FFC55553', 'FFC55555', 'TI55021')",2.282703377,1.171621044,0.21058984,0.210107795,1.5108618,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FC55576', 'TC55552')",2.282710677,1.168765872,0.210587316,0.210225836,1.510864215,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC55009', 'FC55576', 'TC55552')",2.282737643,1.168574502,0.210577991,0.210156226,1.510873139,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55009', 'FC55569', 'FFC55555', 'TI55023')",2.282742518,1.172445364,0.210576305,0.210094251,1.510874752,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'TI55021', 'TI55023')",2.282745134,1.172741551,0.2105754,0.210153635,1.510875618,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55009', 'FC55569', 'FC55576', 'TI55023')",2.282762578,1.171927128,0.210569367,0.210147599,1.510881391,,,,,,,
"('AYC55580', 'DI55152', 'FC55009', 'FFC55553', 'FFC55555', 'TC55552')",2.282763537,1.165590971,0.210569036,0.210207547,1.510881708,,,,,,,
