features,MSE,MAE,R^2,Adjusted R^2,RMSE,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.019858201,1.07876386,0.301487613,0.301061073,1.421217155,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.019865196,1.077701894,0.301485194,0.301005298,1.421219616,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55017')",2.01988542,1.076768524,0.3014782,0.301105001,1.421226731,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55017', 'TI55023')",2.019896757,1.076771836,0.301474279,0.301047731,1.421230719,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55553', 'TC55552', 'TI55017')",2.019916965,1.078787619,0.301467291,0.301094086,1.421237828,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017')",2.01999342,1.081885901,0.301440851,0.301120974,1.421264726,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55021')",2.019995889,1.080661648,0.301439997,0.301013428,1.421265594,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",2.020071411,1.080027585,0.30141388,0.300987295,1.421292162,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.020096745,1.081832361,0.301405119,0.301031881,1.421301075,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TC55552', 'TI55017')",2.020116966,1.08055487,0.301398126,0.301024885,1.421308188,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",2.020119593,1.07834011,0.301397218,0.300970623,1.421309112,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.02015195,1.07873761,0.301386028,0.300906064,1.421320495,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'TC55552', 'TI55017', 'TI55021')",2.020156312,1.080603402,0.30138452,0.301064616,1.42132203,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55021')",2.020158832,1.080629429,0.301383648,0.301010399,1.421322916,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TI55017')",2.020184817,1.079260671,0.301374662,0.301001408,1.421332057,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.020194811,1.076581798,0.301371206,0.300891232,1.421335573,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55023')",2.020203767,1.079000262,0.301368108,0.300888132,1.421338724,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55017')",2.020208106,1.07658597,0.301366608,0.300939994,1.42134025,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55553', 'TI55017', 'TI55021')",2.020252657,1.08165721,0.301351201,0.300977934,1.421355922,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55023')",2.020265465,1.07829958,0.301346772,0.300866781,1.421360428,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.020277904,1.07804546,0.30134247,0.300969199,1.421364803,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",2.020280301,1.078389527,0.301341641,0.30096837,1.421365646,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'TI55017', 'TI55021')",2.020287427,1.081649416,0.301339177,0.301019253,1.421368153,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017')",2.020297487,1.078970963,0.301335698,0.300962423,1.421371692,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'TI55017', 'TI55023')",2.020298326,1.080007909,0.301335408,0.301015482,1.421371987,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55021')",2.020315812,1.079877377,0.301329361,0.300956082,1.421378138,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55553', 'TI55017', 'TI55023')",2.020334992,1.080001265,0.301322728,0.300949446,1.421384885,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",2.02040662,1.081481212,0.301297957,0.300924662,1.421410082,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.020409763,1.080524871,0.301296871,0.300870214,1.421411187,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55017')",2.020416773,1.076977279,0.301294446,0.300974502,1.421413653,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.02042168,1.079987502,0.301292749,0.300812722,1.421415379,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FFC55555', 'TI55017', 'TI55023')",2.020450857,1.076986494,0.301282659,0.300909356,1.421425643,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55017', 'TI55021', 'TI55023')",2.020457718,1.080774918,0.301280287,0.300906982,1.421428056,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017')",2.020459086,1.078335513,0.301279813,0.300853147,1.421428537,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.020467225,1.078048644,0.301276999,0.30085033,1.4214314,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55553', 'TC55552', 'TI55017', 'TI55021')",2.020493684,1.080481556,0.301267849,0.300894537,1.421440707,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55017', 'TI55021')",2.020523021,1.081263045,0.301257703,0.300884386,1.421451027,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55553', 'TI55017')",2.020545565,1.080133415,0.301249907,0.30098329,1.421458956,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.020553436,1.081390037,0.301247185,0.300820498,1.421461725,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TC55552', 'TI55017', 'TI55021')",2.0205658,1.079788297,0.301242909,0.30081622,1.421466074,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017')",2.020595794,1.079103208,0.301232537,0.300805841,1.421476624,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",2.0206179,1.078959921,0.301224892,0.300798192,1.4214844,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FFC55553', 'TI55017')",2.020640013,1.08011277,0.301217245,0.300897265,1.421492178,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'TI55017', 'TI55021', 'TI55023')",2.020662952,1.079858157,0.301209312,0.300835969,1.421500247,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.020697451,1.080356849,0.301197382,0.300770664,1.421512382,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'TI55017', 'TI55021')",2.020697467,1.079833482,0.301197376,0.300877387,1.421512387,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55021')",2.020725346,1.080908902,0.301187735,0.300761012,1.421522193,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55555', 'TI55017', 'TI55021')",2.020748018,1.079497683,0.301179894,0.300859897,1.421530168,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55017')",2.020758192,1.076888808,0.301176376,0.300803016,1.421533746,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55569', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.020773779,1.076892926,0.301170986,0.300744252,1.421539229,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55023')",2.020870203,1.079425693,0.30113764,0.300710886,1.421573144,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.020871383,1.076520722,0.301137232,0.300657097,1.421573559,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55023')",2.020912735,1.07941858,0.301122931,0.300749543,1.421588103,,,,,,,
"('AYC55580', 'FC42428', 'FFC55555', 'TI55017', 'TI55021')",2.020915821,1.079668613,0.301121864,0.300855198,1.421589188,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.020948249,1.077322109,0.30111065,0.30068388,1.421600594,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.020978129,1.079160555,0.301100317,0.300726916,1.421611103,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55017')",2.020986153,1.081547676,0.301097542,0.300724139,1.421613926,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.020987702,1.078448007,0.301097006,0.300616844,1.42161447,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'TI55017', 'TI55021', 'TI55023')",2.021005363,1.079933092,0.301090899,0.300770861,1.421620682,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",2.021038973,1.076576982,0.301079276,0.300652486,1.421632503,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'TI55017', 'TI55021')",2.021064496,1.079903489,0.301070449,0.300803764,1.421641479,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.02107946,1.079310775,0.301065274,0.300638476,1.421646742,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TC55552', 'TI55017')",2.021079657,1.080950743,0.301065206,0.300745156,1.421646812,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55021')",2.021116608,1.080180418,0.301052428,0.300679001,1.421659807,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55017')",2.021134812,1.082278705,0.301046132,0.300726074,1.42166621,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TC55552', 'TI55017')",2.02114366,1.077401511,0.301043072,0.300669641,1.421669322,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55553', 'TI55017')",2.021156621,1.079532627,0.30103859,0.300718528,1.42167388,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.02117297,1.078917155,0.301032936,0.300606119,1.42167963,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TI55017')",2.021173239,1.079529228,0.301032843,0.300659406,1.421679724,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.021195354,1.079159537,0.301025196,0.300598373,1.421687502,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55023')",2.02119776,1.078207292,0.301024363,0.300597541,1.421688348,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",2.021224252,1.080538362,0.301015202,0.300641756,1.421697665,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'TI55017', 'TI55021')",2.021278254,1.081977416,0.300996527,0.300729813,1.421716658,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55021')",2.021334671,1.081083513,0.300977017,0.300656927,1.421736498,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021339605,1.08087146,0.30097531,0.300601843,1.421738234,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.021341135,1.079525852,0.300974781,0.300494535,1.421738772,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.021351104,1.081582397,0.300971334,0.300544479,1.421742277,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021371357,1.077607127,0.30096433,0.300590856,1.4217494,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.021379905,1.079401181,0.300961374,0.300587899,1.421752406,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TC55552', 'TI55017')",2.021391351,1.078222622,0.300957415,0.300583938,1.421756432,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55553', 'TI55017', 'TI55021')",2.021396807,1.08106771,0.300955529,0.30058205,1.42175835,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.021411811,1.079963801,0.30095034,0.300523472,1.421763627,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55553', 'TI55017', 'TI55021')",2.021414276,1.081939514,0.300949487,0.300629385,1.421764494,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021426224,1.076972111,0.300945356,0.300518485,1.421768696,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55017', 'TI55023')",2.02143175,1.082315486,0.300943444,0.30056996,1.421770639,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FFC55553', 'FFC55555', 'TI55017')",2.021451229,1.0794272,0.300936708,0.3006166,1.421777489,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55023')",2.021528373,1.07813321,0.30091003,0.300429739,1.421804618,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TC55552', 'TI55017')",2.021535699,1.077669161,0.300907497,0.300587375,1.421807195,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021540278,1.080436381,0.300905913,0.300479018,1.421808805,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TC55552', 'TI55017')",2.021557457,1.077013432,0.300899972,0.300526464,1.421814846,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",2.021699377,1.079427907,0.300850893,0.300477359,1.421864753,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021702295,1.078919323,0.300849884,0.300369552,1.42186578,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.021726002,1.078714262,0.300841685,0.300414751,1.421874116,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017')",2.021730583,1.078153967,0.300840101,0.300413166,1.421875727,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TI55017', 'TI55023')",2.021757079,1.079326642,0.300830938,0.300457394,1.421885044,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.021828331,1.079112544,0.300806298,0.30043274,1.421910099,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'TI55017', 'TI55021')",2.021940555,1.081435529,0.300767488,0.300447302,1.421949561,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.021962521,1.07903071,0.300759892,0.300332908,1.421957285,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.021970479,1.07975029,0.30075714,0.300383555,1.421960084,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55017')",2.021992335,1.082577887,0.300749581,0.300482773,1.421967769,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55017')",2.022053934,1.081976896,0.300728279,0.300408075,1.421989428,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'TI55017')",2.022060966,1.07938831,0.300725847,0.300405642,1.421991901,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55023')",2.022116728,1.079215186,0.300706564,0.300279547,1.422011508,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55021')",2.022214925,1.081179264,0.300672605,0.300298975,1.422046035,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FFC55555', 'TI55017', 'TI55023')",2.022264399,1.082588544,0.300655496,0.300335259,1.42206343,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.02228602,1.077971601,0.300648019,0.300220966,1.422071032,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.022311617,1.079871199,0.300639167,0.300318922,1.422080032,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.022366501,1.07974429,0.300620186,0.300193117,1.422099329,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.022391679,1.081977685,0.30061148,0.300237818,1.422108181,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.022410444,1.080769903,0.30060499,0.300177911,1.422114779,,,,,,,
"('AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55569', 'FC55576', 'TI55017')",2.022429044,1.079280365,0.300598558,0.300224889,1.422121318,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55017', 'TI55023')",2.022551538,1.078970388,0.300556197,0.300182505,1.422164385,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.022563923,1.081291681,0.300551913,0.300124802,1.422168739,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55017')",2.02258783,1.078095527,0.300543646,0.300169948,1.422177144,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.022608421,1.080390931,0.300536525,0.300109405,1.422184383,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017', 'TI55023')",2.02263645,1.079420474,0.300526832,0.300099705,1.422194238,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.022641574,1.079339751,0.30052506,0.300097932,1.422196039,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.022692861,1.081161886,0.300507324,0.300133606,1.42221407,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55017', 'TI55023')",2.022733058,1.078314133,0.300493423,0.300119698,1.422228202,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.022779612,1.080063486,0.300477324,0.300050167,1.422244568,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55017', 'TI55023')",2.02286305,1.079183288,0.300448469,0.300128137,1.422273901,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55017')",2.022901011,1.079151142,0.300435341,0.300115003,1.422287246,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017')",2.022912165,1.081096114,0.300431484,0.300111144,1.422291167,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TC55552', 'TI55017')",2.02293707,1.079572223,0.300422871,0.300049108,1.422299923,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FC55576', 'FFC55555', 'TI55017')",2.022987827,1.078418547,0.300405318,0.300084966,1.422317766,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TI55017', 'TI55021', 'TI55023')",2.023113696,1.080646457,0.30036179,0.299987994,1.422362013,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.023130358,1.079453189,0.300356028,0.299928797,1.42236787,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.0231415,1.080918955,0.300352174,0.299978374,1.422371787,,,,,,,
"('AYC55580', 'DI55102', 'FC42428', 'FFC55555', 'TI55017')",2.023173434,1.07932638,0.300341131,0.300074167,1.422383012,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55021')",2.023195885,1.079717533,0.300333367,0.299959556,1.422390904,,,,,,,
"('AYC55580', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.023242025,1.079591034,0.30031741,0.299943591,1.422407124,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.023296363,1.080647161,0.300298619,0.299871354,1.422426224,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.023377208,1.080269248,0.300270661,0.299896817,1.422454642,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TC55552', 'TI55017', 'TI55021')",2.023444591,1.081402441,0.300247359,0.299873502,1.422478327,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017', 'TI55023')",2.023445276,1.081454908,0.300247122,0.299926698,1.422478568,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'FC55576', 'FFC55553', 'FFC55555', 'TI55017')",2.023472989,1.080622312,0.300237538,0.299863676,1.422488309,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55017', 'TI55021', 'TI55023')",2.023503928,1.081466161,0.300226839,0.299852971,1.422499184,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TI55017', 'TI55021', 'TI55023')",2.023620701,1.080751909,0.300186456,0.299866004,1.422540228,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'TC55552', 'TI55017', 'TI55023')",2.023624496,1.080457108,0.300185144,0.299757808,1.422541562,,,,,,,
"('425 %Al', 'AYC55580', 'DI55102', 'DI55152', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55023')",2.023654733,1.079564994,0.300174687,0.299693891,1.42255219,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TI55017', 'TI55021')",2.023687836,1.081901763,0.300163239,0.299789338,1.422563825,,,,,,,
"('AYC55580', 'FC42428', 'FFC55553', 'FFC55555', 'TI55017')",2.023703117,1.081441264,0.300157955,0.299890921,1.422569196,,,,,,,
"('AYC55580', 'DI55152', 'FC42428', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.023813492,1.080729671,0.300119784,0.29974586,1.42260799,,,,,,,
"('425 %Al', 'AYC55580', 'FC42428', 'TC55552', 'TI55017', 'TI55021', 'TI55023')",2.023843915,1.080551358,0.300109264,0.299735333,1.422618682,,,,,,,
"('425 %Al', 'AYC55580', 'DI55152', 'FC42428', 'TI55017', 'TI55021', 'TI55023')",2.023860634,1.082861606,0.300103482,0.299729548,1.422624558,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'TC55552', 'TI55017', 'TI55021')",2.023974356,1.079997864,0.300064154,0.299743646,1.422664527,,,,,,,
"('AYC55580', 'FC42428', 'FC55569', 'FC55576', 'TC55552', 'TI55017', 'TI55021')",2.023983192,1.079796981,0.300061099,0.299687142,1.422667632,,,,,,,
