Date,Octanol PPM ,Hexanol PPM ,Ethanol PPM ,Dodecanol PPM ,Decanol PPM ,Butanol PPM,%nC8OH,%nC6OH,%nC12OH,%nC10OH ,%Al2O3_bM
2/26/2018 4:00,9.6,8.11,11.86,0.84,6.75,5.93,9.6,8.11,0.84,6.75,11.261
2/26/2018 10:00,9.07,8.03,12.98,0.63,6.21,6.02,9.07,8.03,0.63,6.21,11.368
2/26/2018 16:00,8.48,7.55,12.64,0.61,5.6,5.88,8.48,7.55,0.61,5.6,11.188
2/26/2018 22:00,9.14,7.67,14.04,1.15,6.96,6.19,9.14,7.67,1.15,6.96,11.269
2/27/2018 4:00,8.78,7.56,11.76,0.92,6.22,6.29,8.78,7.56,0.92,6.22,11.54
2/27/2018 10:00,7.84,6.71,17.28,0.78,5.91,5.22,7.84,6.71,0.78,5.91,10.663
2/27/2018 16:00,8.26,7.04,17.07,0.68,5.91,5.21,8.26,7.04,0.68,5.91,10.393
2/27/2018 22:00,8.22,7.01,11.35,0.8,6.4,5.09,8.22,7.01,0.8,6.4,10.948
2/28/2018 4:00,8.92,7.56,9.74,0.88,6.73,5.42,8.92,7.56,0.88,6.73,11.275
2/28/2018 10:00,8.85,7.71,9.55,0.62,6.02,5.46,8.85,7.71,0.62,6.02,11.237
2/28/2018 16:00,7.84,6.95,7.69,0.82,5.8,5.01,7.84,6.95,0.82,5.8,11.294
2/28/2018 22:00,4.65,4.19,12.99,0.22,3.1,4.62,4.65,4.19,0.22,3.1,11.416
2/28/2018 22:00,0.49,0.44,5.6,0.11,0.43,1.03,0.49,0.44,0.11,0.43,11.416
3/1/2018 4:00,3.81,3.29,77.98,1.31,6.17,24.77,3.81,3.29,1.31,6.17,11.219
3/1/2018 10:00,3,2.77,109.8,2.77,6.43,33.86,3,2.77,2.77,6.43,10.999
3/1/2018 16:00,2.53,2.55,60.34,0.34,2.09,14.53,2.53,2.55,0.34,2.09,11.089
3/1/2018 22:00,2.1,2.27,30.76,0.13,1.23,6.42,2.1,2.27,0.13,1.23,11.261
3/2/2018 4:00,2.07,2.22,27.84,0.14,1.25,5.65,2.07,2.22,0.14,1.25,11.196
3/2/2018 10:00,2.2,2.46,41.37,0.41,1.76,7.14,2.2,2.46,0.41,1.76,11.089
3/2/2018 16:00,2.21,2.58,115.4,2,2.27,22.8,2.21,2.58,2,2.27,11.122
3/2/2018 22:00,2.22,2.31,67.61,0.37,1.81,14.25,2.22,2.31,0.37,1.81,10.86
3/3/2018 4:00,2.64,2.55,36.12,0.21,1.95,7.35,2.64,2.55,0.21,1.95,11.016
3/3/2018 10:00,2.51,2.44,30.85,0.17,1.73,5.99,2.51,2.44,0.17,1.73,10.958
3/3/2018 16:00,2.49,2.76,46.85,0.7,2.32,8.95,2.49,2.76,0.7,2.32,11.032
3/3/2018 22:00,2.63,2.47,28.06,0.15,1.78,6.06,2.63,2.47,0.15,1.78,10.549
3/4/2018 4:00,2.06,2.19,23.9,0.15,1.24,5.01,2.06,2.19,0.15,1.24,11.024
3/4/2018 10:00,1.81,1.98,41.34,0.25,1.5,6.63,1.81,1.98,0.25,1.5,10.844
3/4/2018 16:00,2.24,2.26,48.01,0.45,1.93,10.11,2.24,2.26,0.45,1.93,10.893
3/4/2018 22:00,2.12,2.16,31.77,0.2,1.61,5.72,2.12,2.16,0.2,1.61,10.868
3/5/2018 4:00,2.45,2.36,38.24,0.35,2.19,6.87,2.45,2.36,0.35,2.19,10.876
3/5/2018 10:00,6.41,10.48,374.3,2.06,8.29,293.76,6.41,10.48,2.06,8.29,10.646
3/5/2018 16:00,5.45,6.26,205.2,3.91,7.79,103.15,5.45,6.26,3.91,7.79,10.588
3/5/2018 22:00,5.27,5.25,107.9,1.77,5.61,35.91,5.27,5.25,1.77,5.61,10.573
3/6/2018 4:00,4.93,4.44,45.13,0.82,4.86,11.34,4.93,4.44,0.82,4.86,10.663
3/6/2018 10:00,5.18,6.29,167.2,2.04,5.56,99.67,5.18,6.29,2.04,5.56,11.569
3/6/2018 16:00,13.05,27.55,386.5,4.95,14.48,430.95,13.05,27.55,4.95,14.48,10.776
3/6/2018 22:00,7.82,10.42,132.7,2.43,7.62,98.35,7.82,10.42,2.43,7.62,10.663
3/7/2018 4:00,6.73,6.71,69.01,1.36,6.03,31.34,6.73,6.71,1.36,6.03,10.737
3/7/2018 10:00,7.96,6.62,98.81,2.84,9.06,22.3,7.96,6.62,2.84,9.06,10.835
3/7/2018 16:00,23.33,16.85,283.2,5.66,22.37,130.75,23.33,16.85,5.66,22.37,10.557
3/7/2018 22:00,12.94,9.66,122,2.23,12.68,44.3,12.94,9.66,2.23,12.68,10.852
3/8/2018 4:00,8.41,6.87,66.6,1.5,7.91,17.43,8.41,6.87,1.5,7.91,10.77
3/8/2018 10:00,11.65,22.8,473.5,4.3,13.16,672.94,11.65,22.8,4.3,13.16,10.631
3/8/2018 16:00,12.22,12.89,258.5,5.42,14.48,213.76,12.22,12.89,5.42,14.48,10.729
3/8/2018 22:00,8.24,7.63,69.2,1.66,7.76,40.14,8.24,7.63,1.66,7.76,10.794
3/9/2018 4:00,8.05,7.1,45.24,0.99,6.82,16.41,8.05,7.1,0.99,6.82,10.819
3/9/2018 10:00,7.59,6.81,93,2.14,7.38,19.17,7.59,6.81,2.14,7.38,10.835
3/9/2018 16:00,8.3,7.24,75.51,3.19,10.34,16.25,8.3,7.24,3.19,10.34,10.884
3/9/2018 22:00,7.62,6.75,39.22,1.49,7.37,9.14,7.62,6.75,1.49,7.37,10.95
3/10/2018 4:00,7.99,7.18,36.21,1.21,7.11,7.78,7.99,7.18,1.21,7.11,10.991
3/10/2018 10:00,7.64,7.09,45.78,1.13,6.17,8.43,7.64,7.09,1.13,6.17,11.032
3/10/2018 16:00,7.86,7.39,51.52,2.29,6.75,9,7.86,7.39,2.29,6.75,10.966
3/10/2018 22:00,9.15,7.86,35.88,0.99,7.71,7.56,9.15,7.86,0.99,7.71,10.958
3/11/2018 4:00,7.94,7.25,31.69,1.08,6.51,6.93,7.94,7.25,1.08,6.51,11.106
3/11/2018 10:00,8.7,7.54,33.14,1.02,7.25,7.08,8.7,7.54,1.02,7.25,10.983
3/11/2018 16:00,8.99,7.86,29.48,1.58,7.53,6.98,8.99,7.86,1.58,7.53,10.999
3/11/2018 22:00,9.34,7.98,23.98,0.91,7.65,6.67,9.34,7.98,0.91,7.65,10.901
3/12/2018 4:00,9.67,8.24,22.76,0.97,8.07,6.94,9.67,8.24,0.97,8.07,11.04
3/12/2018 10:00,8.56,7.42,27.33,0.72,6.71,6.65,8.56,7.42,0.72,6.71,10.844
3/12/2018 16:00,8.18,7.27,32.86,1.01,6.65,7.08,8.18,7.27,1.01,6.65,10.934
3/12/2018 22:00,8.84,7.51,23.14,0.92,7.15,6.59,8.84,7.51,0.92,7.15,11.048
3/13/2018 4:00,8.08,7.15,20.29,0.87,6.77,6.11,8.08,7.15,0.87,6.77,11.097
3/13/2018 10:00,7.25,6.72,27.66,0.78,5.92,6.68,7.25,6.72,0.78,5.92,11.073
3/13/2018 16:00,8.44,7.63,28.51,0.98,6.6,7.39,8.44,7.63,0.98,6.6,11.155
3/13/2018 22:00,10.86,9.16,29.03,2.15,9.23,8.08,10.86,9.16,2.15,9.23,11.13
3/14/2018 4:00,11.51,9.32,23.24,1.23,9.39,7.51,11.51,9.32,1.23,9.39,11.114
3/14/2018 10:00,9.54,8.2,26.23,0.94,7.42,7.35,9.54,8.2,0.94,7.42,11.31
3/14/2018 16:00,10.38,9.64,31.96,1.96,9,9.08,10.38,9.64,1.96,9,11.384
3/14/2018 22:00,12.27,9.68,20.31,1.57,10.66,7.44,12.27,9.68,1.57,10.66,11.351
3/15/2018 4:00,13.19,10.13,20.3,1.23,11,7.56,13.19,10.13,1.23,11,11.278
3/15/2018 10:00,9.18,8.73,74.92,4.78,8.34,17.94,9.18,8.73,4.78,8.34,11.057
3/15/2018 22:00,9.58,8.43,42.4,1.98,7.9,11.57,9.58,8.43,1.98,7.9,11.278
3/15/2018 22:00,10.72,8.95,30.53,1.69,9.09,9.15,10.72,8.95,1.69,9.09,11.433
3/16/2018 4:00,10.35,8.94,28.68,1.6,8.28,8.79,10.35,8.94,1.6,8.28,11.409
3/16/2018 10:00,9.99,9.06,34.71,1.4,7.96,9.99,9.99,9.06,1.4,7.96,11.466
3/16/2018 16:00,8.14,7.72,30.26,1.7,6.68,8.44,8.14,7.72,1.7,6.68,11.335
3/16/2018 22:00,10.18,9.11,25.37,0.92,7.93,8.3,10.18,9.11,0.92,7.93,11.613
3/17/2018 4:00,10.6,9.25,25.81,1,7.94,8.45,10.6,9.25,1,7.94,11.458
3/17/2018 10:00,6.6,6.09,20.72,1.05,6.06,6.76,6.6,6.09,1.05,6.06,11.351
3/17/2018 16:00,4.91,4.61,20.45,0.35,3.58,6.14,4.91,4.61,0.35,3.58,11.179
3/17/2018 22:00,3.15,3.4,27.12,0.67,2.83,6.13,3.15,3.4,0.67,2.83,10.893
3/18/2018 4:00,3.07,3.08,35.04,0.19,2.16,7.87,3.07,3.08,0.19,2.16,10.917
3/18/2018 10:00,3.06,3.09,81.3,0.33,2.55,29.23,3.06,3.09,0.33,2.55,10.876
3/18/2018 16:00,2.71,2.69,72.93,0.25,1.96,17.09,2.71,2.69,0.25,1.96,10.68
3/18/2018 22:00,2.88,2.68,67.81,0.2,2.01,16.31,2.88,2.68,0.2,2.01,10.614
3/19/2018 4:00,3.26,2.58,113.1,1.3,4.56,30.71,3.26,2.58,1.3,4.56,10.688
3/19/2018 10:00,2.29,2.29,81.5,0.53,1.94,20.74,2.29,2.29,0.53,1.94,10.688
3/19/2018 16:00,2.75,3.32,120.7,0.49,2.4,87.24,2.75,3.32,0.49,2.4,10.442
3/19/2018 22:00,2.19,2.43,101.5,0.86,1.95,32.74,2.19,2.43,0.86,1.95,10.434
3/20/2018 4:00,2.16,2.19,75.9,0.95,2.32,23.96,2.16,2.19,0.95,2.32,10.426
3/20/2018 10:00,3.33,3.26,52.69,0.5,2.78,18.02,3.33,3.26,0.5,2.78,10.704
3/20/2018 16:00,4.19,3.95,54.73,0.74,3.68,20.81,4.19,3.95,0.74,3.68,10.704
3/21/2018 4:00,3.38,5.07,107.9,0.2,2.34,345.84,3.38,5.07,0.2,2.34,9.468
3/21/2018 10:00,4.97,5.02,39.72,0.23,3.19,127.6,4.97,5.02,0.23,3.19,10.123
3/21/2018 16:00,6.36,5.57,17.65,0.29,4.36,32.11,6.36,5.57,0.29,4.36,10.719
3/21/2018 22:00,5.55,4.76,12.85,0.34,4.06,10.68,5.55,4.76,0.34,4.06,10.958
3/22/2018 4:00,4.92,4.7,9.24,0.73,3.96,8.23,4.92,4.7,0.73,3.96,10.958
3/22/2018 10:00,4.89,4.21,5.58,0.35,3.71,4.74,4.89,4.21,0.35,3.71,11.054
3/22/2018 16:00,5.23,4.54,10.09,0.26,3.42,5.15,5.23,4.54,0.26,3.42,11.081
3/22/2018 22:00,7.08,5.5,10.38,0.29,5.04,5.11,7.08,5.5,0.29,5.04,11.237
3/23/2018 4:00,6.83,5.4,9.74,0.33,4.84,4.84,6.83,5.4,0.33,4.84,11.122
3/23/2018 10:00,6.71,5.64,8.43,0.43,5.25,5.15,6.71,5.64,0.43,5.25,10.909
3/23/2018 16:00,6.83,6.2,6.69,0.94,5.48,5.69,6.83,6.2,0.94,5.48,11.253
3/23/2018 22:00,6,5.26,9.41,0.41,4.67,4.7,6,5.26,0.41,4.67,11.327
3/24/2018 4:00,6.29,5.5,9.71,0.33,4.37,4.81,6.29,5.5,0.33,4.37,11.335
3/24/2018 10:00,6.04,5.59,13.21,0.72,4.87,5.58,6.04,5.59,0.72,4.87,11.425
3/24/2018 16:00,6.79,5.88,10.23,0.33,4.64,5.1,6.79,5.88,0.33,4.64,11.392
3/24/2018 22:00,6.89,5.86,9.81,0.29,4.78,4.91,6.89,5.86,0.29,4.78,11.376
3/25/2018 4:00,6.75,5.86,9.6,0.48,5.02,4.74,6.75,5.86,0.48,5.02,11.22
3/25/2018 10:00,6.66,5.89,11.85,0.42,4.86,4.91,6.66,5.89,0.42,4.86,11.212
3/25/2018 16:00,6.47,5.79,11.19,0.68,5.23,4.82,6.47,5.79,0.68,5.23,11.261
3/25/2018 22:00,6.2,5.47,8.89,0.35,4.47,4.45,6.2,5.47,0.35,4.47,11.229
3/26/2018 4:00,5.67,4.94,9.54,0.29,4.2,4.19,5.67,4.94,0.29,4.2,11.229
3/26/2018 10:00,5.18,4.7,10.55,0.24,3.78,3.95,5.18,4.7,0.24,3.78,10.983
3/26/2018 16:00,5.16,4.53,10.46,0.35,4.14,3.82,5.16,4.53,0.35,4.14,11.278
3/26/2018 22:00,5.8,4.95,9.67,0.24,4,4.03,5.8,4.95,0.24,4,11.188
3/27/2018 4:00,5.36,4.67,11.5,0.28,3.7,4.06,5.36,4.67,0.28,3.7,11.286
3/27/2018 10:00,5.78,4.93,12.02,0.27,4.23,4.09,5.78,4.93,0.27,4.23,11.302
3/27/2018 16:00,5.46,4.87,13.19,0.3,3.89,4.1,5.46,4.87,0.3,3.89,11.294
3/27/2018 22:00,5.27,4.62,11.95,0.29,4.01,3.89,5.27,4.62,0.29,4.01,11.368
3/28/2018 4:00,4.91,4.42,11.79,0.27,3.82,3.82,4.91,4.42,0.27,3.82,11.229
3/28/2018 10:00,5.43,4.8,12.06,0.34,4.12,4.02,5.43,4.8,0.34,4.12,11.335
3/28/2018 16:00,5.39,4.71,12.59,0.41,4.34,4.03,5.39,4.71,0.41,4.34,11.491
3/28/2018 22:00,5.55,4.99,10.59,0.23,3.69,4.07,5.55,4.99,0.23,3.69,11.376
3/29/2018 4:00,5.58,5.01,11.93,0.25,3.43,4.12,5.58,5.01,0.25,3.43,11.31
3/29/2018 10:00,5.1,4.56,7.41,0.43,4.12,3.75,5.1,4.56,0.43,4.12,11.409
3/29/2018 16:00,4.28,4.09,12.23,0.49,3.4,3.96,4.28,4.09,0.49,3.4,11.753
3/29/2018 22:00,5.89,5.08,9.36,0.33,4.33,4.8,5.89,5.08,0.33,4.33,11.458
3/30/2018 4:00,5.72,5.01,9.83,0.27,3.81,4.39,5.72,5.01,0.27,3.81,11.581
3/30/2018 10:00,5.95,5.15,10.14,0.23,3.94,4.29,5.95,5.15,0.23,3.94,11.573
3/30/2018 16:00,6.14,5.35,10.82,0.29,4.03,4.45,6.14,5.35,0.29,4.03,11.605
3/30/2018 22:00,5.68,5.04,9.9,0.63,4.63,4.5,5.68,5.04,0.63,4.63,11.679
3/31/2018 4:00,5.76,4.97,11.87,0.49,4.35,4.29,5.76,4.97,0.49,4.35,11.613
3/31/2018 10:00,5.34,4.83,15.65,0.23,3.41,4.64,5.34,4.83,0.23,3.41,11.499
3/31/2018 16:00,5.85,5.19,15.67,0.48,3.96,4.88,5.85,5.19,0.48,3.96,11.679
3/31/2018 22:00,5.54,4.92,12.07,0.6,4.27,4.37,5.54,4.92,0.6,4.27,11.515
4/1/2018 4:00,5.49,5.03,12.27,0.38,3.8,4.31,5.49,5.03,0.38,3.8,11.63
4/1/2018 10:00,5.43,4.9,15.02,0.47,4.29,4.45,5.43,4.9,0.47,4.29,11.499
4/1/2018 16:00,6.21,5.56,14.9,0.46,4.22,4.84,6.21,5.56,0.46,4.22,11.646
4/1/2018 22:00,5.76,5.1,12.08,0.48,4.45,4.3,5.76,5.1,0.48,4.45,11.63
4/2/2018 4:00,5.63,5.18,13.94,0.24,3.53,4.49,5.63,5.18,0.24,3.53,11.679
4/2/2018 10:00,5.35,4.84,16.84,0.3,3.7,5.16,5.35,4.84,0.3,3.7,11.794
4/2/2018 16:00,5.97,5.49,17.06,0.34,3.95,5.54,5.97,5.49,0.34,3.95,11.573
4/2/2018 22:00,4.7,4.5,18.15,0.45,3.46,6.01,4.7,4.5,0.45,3.46,11.523
4/3/2018 4:00,5.59,5.29,17.5,0.34,3.73,5.87,5.59,5.29,0.34,3.73,11.63
4/3/2018 10:00,6.44,5.7,17.84,0.18,4.05,5.76,6.44,5.7,0.18,4.05,11.466
4/3/2018 16:00,13.62,17.03,174.9,1.11,12.08,289.58,13.62,17.03,1.11,12.08,11.523
4/3/2018 22:00,9.62,9.58,48.66,0.49,7.19,64.27,9.62,9.58,0.49,7.19,11.302
4/4/2018 4:00,10.18,9.43,22.17,0.66,7.39,27.4,10.18,9.43,0.66,7.39,11.417
4/4/2018 10:00,10.11,9.11,13.5,0.46,7.26,10.47,10.11,9.11,0.46,7.26,11.687
4/4/2018 16:00,10.4,9.54,13.85,0.93,7.81,8.67,10.4,9.54,0.93,7.81,11.63
4/4/2018 22:00,11.34,9.65,9.19,0.45,7.79,7.32,11.34,9.65,0.45,7.79,11.597
4/5/2018 4:00,10.34,9.13,8.09,0.48,6.95,6.92,10.34,9.13,0.48,6.95,11.736
4/5/2018 10:00,8.96,7.72,8.46,0.58,7.16,6.96,8.96,7.72,0.58,7.16,11.695
4/5/2018 16:00,9.24,8.35,11.86,0.88,7.85,7.52,9.24,8.35,0.88,7.85,11.81
4/5/2018 22:00,10.2,8.88,9.83,0.19,6.14,7.04,10.2,8.88,0.19,6.14,11.695
4/6/2018 4:00,10.54,9.12,9.15,0.36,7.03,7,10.54,9.12,0.36,7.03,11.916
4/6/2018 10:00,10.15,8.97,12.9,0.53,7.34,7.43,10.15,8.97,0.53,7.34,11.818
4/6/2018 16:00,10.37,9.27,10.38,0.74,8.16,7.44,10.37,9.27,0.74,8.16,11.99
4/6/2018 22:00,9.95,9.03,9.3,0.5,7.23,7.09,9.95,9.03,0.5,7.23,11.81
4/7/2018 4:00,10.12,8.97,9.11,0.62,7.39,7.14,10.12,8.97,0.62,7.39,11.875
4/7/2018 10:00,10.82,9.38,8.35,1.47,7.79,7,10.82,9.38,1.47,7.79,11.769
4/7/2018 16:00,8.96,8.1,6.92,0.85,7.34,6.31,8.96,8.1,0.85,7.34,11.761
4/7/2018 22:00,8.9,8,6.64,0.48,6.67,6.31,8.9,8,0.48,6.67,11.794
4/8/2018 4:00,9.45,8.48,7.2,0.44,6.45,6.92,9.45,8.48,0.44,6.45,11.794
4/8/2018 10:00,9.03,8.01,8.09,0.87,7.69,6.49,9.03,8.01,0.87,7.69,11.409
4/8/2018 16:00,8.99,7.81,7.68,0.77,7.4,6.14,8.99,7.81,0.77,7.4,11.466
4/8/2018 22:00,8.69,8,7.65,0.44,6.07,6.32,8.69,8,0.44,6.07,11.745
4/9/2018 4:00,9.24,8.44,8.62,0.54,6.1,6.7,9.24,8.44,0.54,6.1,11.859
4/9/2018 10:00,10.02,8.6,9.02,1.2,8.16,6.78,10.02,8.6,1.2,8.16,11.695
4/9/2018 16:00,9.09,8.21,9.04,0.59,6.14,6.54,9.09,8.21,0.59,6.14,11.605
4/9/2018 22:00,9.61,8.63,8.36,0.61,6.95,6.69,9.61,8.63,0.61,6.95,11.646
4/10/2018 4:00,8.86,8.89,10.05,1.36,7.02,7.87,8.86,8.89,1.36,7.02,11.622
4/10/2018 10:00,9.55,8.6,8.45,1.48,8.11,6.77,9.55,8.6,1.48,8.11,11.523
4/10/2018 16:00,9.83,8.77,7.37,0.93,7.54,6.82,9.83,8.77,0.93,7.54,11.63
4/10/2018 22:00,8.13,7.86,5.84,0.96,6.48,6.4,8.13,7.86,0.96,6.48,11.454
4/11/2018 4:00,8.26,7.9,4.8,0.95,6.23,6.2,8.26,7.9,0.95,6.23,11.381
4/11/2018 10:00,8.21,7.42,4.72,0.47,6,5.39,8.21,7.42,0.47,6,11.671
4/11/2018 16:00,7.32,6.63,4.94,0.59,5.86,4.89,7.32,6.63,0.59,5.86,11.654
4/11/2018 22:00,6.69,6.15,4.08,0.48,5.42,4.82,6.69,6.15,0.48,5.42,11.401
4/12/2018 4:00,6.45,6.41,4.08,0.47,5.14,5.33,6.45,6.41,0.47,5.14,11.818
4/12/2018 10:00,5.53,5.1,2.7,0.26,3.95,4.17,5.53,5.1,0.26,3.95,11.384
4/12/2018 16:00,4.27,3.83,1.98,0.2,2.74,3.2,4.27,3.83,0.2,2.74,11.032
4/12/2018 22:00,3,2.74,1.66,0.12,1.97,2.61,3,2.74,0.12,1.97,10.909
4/13/2018 4:00,2.23,2.18,1.56,0.1,1.48,2.34,2.23,2.18,0.1,1.48,10.876
4/13/2018 10:00,1.92,1.89,1.49,0.08,1.34,2.13,1.92,1.89,0.08,1.34,10.991
4/13/2018 16:00,2.05,2.06,1.6,0.08,1.35,2.33,2.05,2.06,0.08,1.35,10.966
4/13/2018 22:00,2.04,2.15,1.64,0.14,1.17,2.5,2.04,2.15,0.14,1.17,11.032
4/14/2018 4:00,2.26,2.27,1.79,0.13,1.32,2.58,2.26,2.27,0.13,1.32,10.884
4/14/2018 10:00,2.43,2.23,3.02,0.2,2.02,2.6,2.43,2.23,0.2,2.02,11.13
4/14/2018 16:00,2.79,2.64,2.67,0.17,1.8,2.79,2.79,2.64,0.17,1.8,11.114
4/14/2018 22:00,3.06,3.2,3.7,0.15,1.87,3.59,3.06,3.2,0.15,1.87,10.672
4/21/2018 4:00,1097,1975,146.6,521.3,1470,2738.64,187.6,1358,6,48.29,8.894
4/21/2018 13:05,615.7,1312,331.9,42.28,345.5,3992.63,110,234.2,7.55,61.7,9.107
4/21/2018 22:00,239.6,441.7,127.4,104.7,325.8,1417.94,24.1,44.44,10.53,32.78,10.319
4/22/2018 4:00,106.1,192.3,56.33,54.23,146.1,604.85,13.15,23.83,6.72,18.1,10.5
4/22/2018 10:00,34.65,58.35,27.44,18.91,51.76,187.89,7.31,12.31,3.99,10.92,10.565
4/22/2018 16:00,14.01,21.5,30.72,5.36,18.25,87.23,6.67,10.24,2.55,8.69,10.844
4/22/2018 22:00,4.18,7.12,32.04,0.62,3.82,58.6,4.18,7.12,0.62,3.82,11.359
4/23/2018 4:00,6,8.53,30.32,0.6,4.56,53.22,6,8.53,0.6,4.56,10.59
4/23/2018 10:00,4.76,5.53,50.42,0.24,3.36,64.73,4.76,5.53,0.24,3.36,10.835
4/23/2018 16:00,3.61,3.99,32.59,0.27,2.47,38.88,3.61,3.99,0.27,2.47,10.835
4/23/2018 22:00,3.83,3.78,39.46,0.25,2.78,34.32,3.83,3.78,0.25,2.78,10.614
4/24/2018 4:00,4.47,4.24,70.2,0.4,3.71,45.21,4.47,4.24,0.4,3.71,10.59
4/24/2018 10:00,4.49,4.34,81.7,0.27,2.98,62.33,4.49,4.34,0.27,2.98,10.803
4/24/2018 16:00,4.08,3.92,84.13,0.29,2.73,67.73,4.08,3.92,0.29,2.73,11.04
4/24/2018 22:00,4.16,3.82,82.89,0.27,3.36,62.26,4.16,3.82,0.27,3.36,10.736
4/25/2018 4:00,3.88,3.73,85.04,0.39,2.55,55.89,3.88,3.73,0.39,2.55,10.817
4/25/2018 10:00,3.33,3.28,139.5,0.26,2.36,88.88,3.33,3.28,0.26,2.36,10.696
4/25/2018 16:00,3.9,3.74,116.6,0.29,2.68,76.47,3.9,3.74,0.29,2.68,10.729
4/25/2018 22:00,4.18,3.85,83.31,0.39,3.71,54.05,4.18,3.85,0.39,3.71,10.294
4/26/2018 4:00,3.46,3.78,104.6,0.56,2.21,72.27,3.46,3.78,0.56,2.21,10.817
4/26/2018 10:00,2.3,2.3,101.2,0.26,1.68,69.71,2.3,2.3,0.26,1.68,10.729
4/26/2018 16:00,2.2,2.16,81.87,0.26,1.51,47.55,2.2,2.16,0.26,1.51,10.786
4/26/2018 22:00,1.48,1.71,98.29,0.59,1.56,171.64,1.48,1.71,0.59,1.56,11.095
4/27/2018 4:00,2.1,2.11,52.64,0.25,1.22,32.76,2.1,2.11,0.25,1.22,10.883
4/27/2018 10:00,1.93,1.9,61.8,0.16,1.16,35.61,1.93,1.9,0.16,1.16,10.884
4/27/2018 16:00,2.08,1.99,66.55,0.22,1.38,34.3,2.08,1.99,0.22,1.38,10.794
4/27/2018 22:00,2.3,2.18,67.55,0.2,1.54,32.11,2.3,2.18,0.2,1.54,10.426
4/28/2018 4:00,1.98,1.96,60.8,0.22,1.26,34.16,1.98,1.96,0.22,1.26,10.721
4/28/2018 10:00,1.91,1.86,67.42,0.16,1.16,44.03,1.91,1.86,0.16,1.16,10.729
4/28/2018 16:00,1.85,1.8,75.33,0.23,1.26,46.24,1.85,1.8,0.23,1.26,10.663
4/28/2018 22:00,1.9,1.87,88.55,0.22,1.25,46.66,1.9,1.87,0.22,1.25,10.311
4/29/2018 4:00,1.94,1.86,91.52,0.22,1.33,48.6,1.94,1.86,0.22,1.33,10.385
4/29/2018 10:00,1.92,1.85,98.76,0.17,1.17,57.96,1.92,1.85,0.17,1.17,10.532
4/29/2018 16:00,1.96,1.97,95.85,0.17,1.15,55.24,1.96,1.97,0.17,1.15,10.401
4/29/2018 22:00,2.08,1.98,98.52,0.18,1.24,53.42,2.08,1.98,0.18,1.24,10.45
4/30/2018 4:00,1.92,1.94,100.7,0.21,1.19,53.84,1.92,1.94,0.21,1.19,10.467
4/30/2018 10:00,1.79,1.83,99.51,0.19,1.18,55.67,1.79,1.83,0.19,1.18,10.776
4/30/2018 16:00,1.58,1.68,123.2,0.31,1.26,63.72,1.58,1.68,0.31,1.26,10.785
4/30/2018 22:00,1.81,1.87,102,0.14,1.04,50.53,1.81,1.87,0.14,1.04,10.582
5/1/2018 4:00,1.72,1.75,94.97,0.19,1.17,46.58,1.72,1.75,0.19,1.17,10.753
5/1/2018 10:00,2.25,2.92,152.1,0.44,2.03,99.41,2.25,2.92,0.44,2.03,10.875
5/1/2018 16:00,3.63,3.69,84.82,0.23,2.18,53.55,3.63,3.69,0.23,2.18,10.891
5/1/2018 22:00,3.98,4.32,94.89,0.57,3.46,42.46,3.98,4.32,0.57,3.46,10.876
5/2/2018 4:00,4.32,4.03,60.56,0.43,3.1,29.68,4.32,4.03,0.43,3.1,10.835
5/2/2018 10:00,4.7,4.39,60.19,0.3,3.32,29.05,4.7,4.39,0.3,3.32,11.17
5/2/2018 16:00,5.6,5.21,67.09,0.45,3.7,33.13,5.6,5.21,0.45,3.7,10.834
5/2/2018 22:00,5.74,5.51,57.35,0.55,4.08,28.35,5.74,5.51,0.55,4.08,10.835
5/3/2018 4:00,6.46,5.86,59.53,0.6,4.36,28.93,6.46,5.86,0.6,4.36,10.696
5/3/2018 10:00,5.82,5.2,66.08,0.29,4.03,28.73,5.82,5.2,0.29,4.03,11.317
5/3/2018 16:00,5.77,5.14,64.13,0.66,4.99,27.88,5.77,5.14,0.66,4.99,10.711
5/3/2018 22:00,6.08,5.99,82.03,0.9,5.42,33.23,6.08,5.99,0.9,5.42,10.663
5/4/2018 4:00,6.13,5.37,58.01,0.54,4.27,26.58,6.13,5.37,0.54,4.27,10.672
5/4/2018 10:00,6.17,5.47,57.25,0.35,3.94,26.45,6.17,5.47,0.35,3.94,11.048
5/4/2018 16:00,6.38,5.64,57.71,0.37,4.06,27.9,6.38,5.64,0.37,4.06,10.753
5/4/2018 22:00,5.85,5.17,55.83,0.59,4.94,24.8,5.85,5.17,0.59,4.94,10.794
5/5/2018 4:00,6.84,5.77,54.53,0.32,4.26,26.41,6.84,5.77,0.32,4.26,10.762
5/5/2018 10:00,6.34,5.44,57.04,0.21,3.55,28.95,6.34,5.44,0.21,3.55,10.696
5/5/2018 16:00,5.96,5.07,58.48,0.35,4.31,29.2,5.96,5.07,0.35,4.31,10.884
5/5/2018 22:00,5.89,5.01,52.81,0.49,4.66,25.82,5.89,5.01,0.49,4.66,10.86
5/6/2018 4:00,5.95,5.08,49.48,0.48,4.28,23.23,5.95,5.08,0.48,4.28,10.958
5/6/2018 10:00,5.37,5.27,77.79,1.02,4.78,32.93,5.37,5.27,1.02,4.78,10.966
